text,user_id_hashed,war,ua,ru,datetime,media
Соловьёв на ТВ слишком самонадеен! Теперь не смотрю!,72f304f096c0b2bceaf4a3306496c3fd,0.99999595,0.0029915995,0.9970084,2022-02-21 06:35:03,Radio rossii
"Хорошо, что и радио тоже можно выключить",ebad81df1d2d2436e163b84c98d80d0a,0.99416274,0.0057402505,0.9942597,2022-02-21 20:35:55,Radio rossii
Агрессия Украины со стороны США,91443c44c09765323fc56920f964ff7b,0.99999607,3.7602884e-05,0.99996245,2022-02-22 14:11:28,Radio rossii
"Пусть Запашный их и кормит, тигриным мясом😂🇩🇪!!!",a4138d12f4728de6acad94ccb23a56e9,0.99996877,0.20258139,0.79741865,2022-02-22 14:45:40,Radio rossii
Давно пора!,72f304f096c0b2bceaf4a3306496c3fd,0.99999595,0.0029915995,0.9970084,2022-02-22 13:28:35,Radio rossii
"Поздравляем -Ольгу Максимову ,диктора радио ,спраздником -8марта !!!Мы-Вас очень любим !!!",06a0674c71b86bd99e8b38160da8a96a,9.675082e-07,0.010564409,0.98943555,2022-03-08 12:07:31,Radio rossii
Спасибо!!,8a1fcd5f34713de7136c3ee592d696ff,8.599763e-05,0.16197523,0.8380248,2022-03-08 12:13:59,Radio rossii
"С праздником вас, девчата!",921a9083c638aab336be49373231bf82,0.0013943831,8.369416e-05,0.9999163,2022-03-08 12:17:58,Radio rossii
С праздником всех женщин радио!!,ad9d9ce59449fcff6a7ffed7a43c9e15,1.7186986e-06,0.009851856,0.9901481,2022-03-08 12:25:29,Radio rossii
Присоединяюсь - с праздником наши милые ведущие-женщины и девушки!!!,5b3fb0467125331dcbfc85989c0be941,1.1182599e-06,0.007498159,0.9925019,2022-03-08 14:35:58,Radio rossii
Спасибо за поздравление!!,792e904f2bb6971d8deeb66395799ff6,0.99999607,6.683631e-05,0.9999331,2022-03-08 15:09:31,Radio rossii
Послушаем😎🤘,373e1494a78c8f199beb2f2e8fb75c90,0.998577,0.025161153,0.97483885,2022-03-06 18:09:31,Radio rossii
