text,user_id_hashed,war,ua,ru,datetime,media
Это наш царь царей,ef50b500fa131986d8823b7a51ee689b,1.9949707e-06,0.00019169941,0.9998084,2022-02-22 14:40:15,Sputnik
Вы - то тут при чем? Наш..(,8d6a97783c4ecbf4ca15049178933ff8,0.9999553,0.022987263,0.97701275,2022-02-22 17:17:24,Sputnik
Что-то людей мало,10ba9dba0d5fc44ef59bd657616466db,0.998675,0.00015885192,0.99984115,2022-02-22 18:29:25,Sputnik
"А в остальном - действительно, пели песни (у нас в гостях сейчас Юля Чичерина) и звучал гимн России. А затем был классный салют",62c841048b1acefeef21d094badf49a1,1.8403698e-05,3.8791066e-05,0.99996126,2022-02-22 19:38:01,Sputnik
"[id10ba9dba0d5fc44ef59bd657616466db|Анна], через 30 минут должен наступить комендантский час. Поэтому на площади в основном военные и жители близлежащих домов. Остальные дончане сидят дома и не отходят от телевизоров, слушая выступление В.В. Путина 😊👍🇷🇺",62c841048b1acefeef21d094badf49a1,1.8403698e-05,3.8791066e-05,0.99996126,2022-02-22 19:32:39,Sputnik
"[id62c841048b1acefeef21d094badf49a1|Валерия], вы из Донецка?",10ba9dba0d5fc44ef59bd657616466db,0.998675,0.00015885192,0.99984115,2022-02-22 19:35:26,Sputnik
"[id10ba9dba0d5fc44ef59bd657616466db|Анна], да",62c841048b1acefeef21d094badf49a1,1.8403698e-05,3.8791066e-05,0.99996126,2022-02-22 19:38:36,Sputnik
"Интересно, себестоимость товаров увеличиться в разы, а конкуренты Китай Корея только ждут, сами себе в ногу, сша и рады в 5 раз дороже толкать свой сжиженный газ, чего и хотели))",b2535e607ef9d93eb69c82c5ea71fd05,4.8990535e-07,3.6923248e-05,0.99996305,2022-02-22 14:12:49,Sputnik
Англосаксы....Денег у вас НЕТ...но вы ДЕРЖИТЕСЬ...✊🏻🤣,a45f9533a8961d74c696cb8a229c7337,0.9999913,0.00012592884,0.999874,2022-02-22 14:31:35,Sputnik
"Ой смешно , ухихикались  за европу.... А я сейчас печь топлю , дровами , берёзовыми.. А друг в белгородской области дубом топит . и то же печку .. Над этим похихикайте !",58164fda3939eae7d819da13caed2335,0.999977,0.03721924,0.9627808,2022-02-22 15:04:38,Sputnik
"Молодец О.Шольц, хорошо сработал! Мы и денег в 2 раза больше заработаем, и газ сэкономим.",6aa6b57925aaabe7f24a2993dac062ba,0.9999963,9.185074e-05,0.9999081,2022-02-22 15:12:17,Sputnik
"[idb2535e607ef9d93eb69c82c5ea71fd05|Толеген], газ в Европе используется в основном для обогрева. Электроэнергию они добывают другими путями",b93db03d1ec6ea626263f027bb2441d0,0.9994417,0.00845985,0.99154013,2022-02-22 14:21:19,Sputnik
"[idb93db03d1ec6ea626263f027bb2441d0|Павел], в основном предприятия производимую продукцию используют энергию от выработки газа, так как у них несколько лет переходят на зелёную энергию тем самым уголь нет, атом мало",b2535e607ef9d93eb69c82c5ea71fd05,4.8990535e-07,3.6923248e-05,0.99996305,2022-02-22 14:27:16,Sputnik
"[idb2535e607ef9d93eb69c82c5ea71fd05|Толеген], не вводите в заблуждение",b93db03d1ec6ea626263f027bb2441d0,0.9994417,0.00845985,0.99154013,2022-02-22 14:32:06,Sputnik
"[ida45f9533a8961d74c696cb8a229c7337|Антон], США - крупнейший поставщик угля и газа.",ba22129fdd7cdaaf50a302424ccf7cb3,4.665278e-06,0.0050434344,0.99495655,2022-02-22 16:33:44,Sputnik
"[id58164fda3939eae7d819da13caed2335|Егор], газ проведи..",33ee12abd834c6d15449b3237a831582,0.35606194,0.56024796,0.439752,2022-02-22 15:54:59,Sputnik
"[id33ee12abd834c6d15449b3237a831582|Ольга], из Европы ?",58164fda3939eae7d819da13caed2335,0.999977,0.03721924,0.9627808,2022-02-22 16:12:09,Sputnik
"[id58164fda3939eae7d819da13caed2335|Егор], идиот",33ee12abd834c6d15449b3237a831582,0.35606194,0.56024796,0.439752,2022-02-22 16:13:57,Sputnik
"[id58164fda3939eae7d819da13caed2335|Егор], у местных поцреотов один девиз: «в говне, да не в обиде!»",6ef4855d0aeccf385d8661613fbf0498,0.0003640679,0.9993136,0.0006864044,2022-02-22 16:31:33,Sputnik
Очень надеюсь что им этот град обратно затолкают,2f15bf3387c7849038b2afa2389d79d9,0.9999963,0.00022833896,0.99977165,2022-02-22 13:28:27,Sputnik
"Щя, независимость признали, начнут помогать.... Пару солнцепеков подогреют их... А-то газ дорогой ххолы там мёрзнут.... Вот и будет им жара, мразям конченым",c48da344e5e156f8119b74fa22ca4186,0.99994624,0.18805672,0.8119433,2022-02-22 14:12:48,Sputnik
"Читая новости (в том числе других странах) убеждаюсь что западные политики безбожные ебланы, Прибалтика, Украина во главе с США, лепят невероятный бред.",2f15bf3387c7849038b2afa2389d79d9,0.9999963,0.00022833896,0.99977165,2022-02-22 12:29:38,Sputnik
"Судя по публикациям и комментариям в соцсетях и СМИ, сотни миллионов заложников на территориях НАТО находятся в абсолютной информационной блокаде. Запад никогда не умел честно конкурировать.  В общем, это ситуация с массовым захватом заложников. Несомненно.",9a112c7082963722bc7d8220f46d090e,0.9999963,7.814301e-05,0.9999218,2022-02-22 12:36:43,Sputnik
"Бесятся, потому что на другой результат рассчитывали. Хотели Россию втянуть, а чего дальше делать, не понимают.",c58606531d3de7d951658ee64be2dfc8,0.9999962,0.0011613044,0.9988387,2022-02-22 13:12:32,Sputnik
🤣,7d7d41eefa973f3edcd41d3e9c608bad,0.9986386,0.014455506,0.9855445,2022-02-22 15:01:50,Sputnik
Европа обычно войну начинает с раздела Польши .,93ba4971203290aae6b2086224b54ee7,0.99998724,0.0005497253,0.99945027,2022-02-22 17:08:20,Sputnik
Будут топить дровами.,96d52f0c52878c12f2b0809cef52631b,0.9999871,0.00019590996,0.9998041,2022-02-22 12:47:43,Sputnik
В итоге запустят без сертификации,2f15bf3387c7849038b2afa2389d79d9,0.9999963,0.00022833896,0.99977165,2022-02-22 13:02:00,Sputnik
👍👍👍👌👏👏👏👏,b480ff67be16bcf1202ab3292e65108b,0.9989957,0.011150025,0.98884994,2022-02-22 16:31:24,Sputnik
🇷🇺👍🏻🇷🇺👍🏻🇷🇺👍🏻🇷🇺👍🏻,5937082e73bbf83d7144cea124f799d4,0.9999964,0.00031544315,0.9996846,2022-02-22 10:40:35,Sputnik
так понимают что уже посольство США ночует в Польше .🌴🙀,3b3813881430516fbb05b8356f981709,0.9999963,0.9991456,0.00085437065,2022-02-22 11:21:32,Sputnik
Пусть сын Лаврова гниёт в окопах за безопасность сепаратистов. А мы не пойдем.,f92fc50b8dd33f1c2df9a98dd000eabd,0.9999963,4.8207796e-05,0.99995184,2022-02-22 12:16:50,Sputnik
роисся вперде!,6ef4855d0aeccf385d8661613fbf0498,0.0003640679,0.9993136,0.0006864044,2022-02-22 13:40:18,Sputnik
🤣👍🏻,7d7d41eefa973f3edcd41d3e9c608bad,0.9986386,0.014455506,0.9855445,2022-02-22 13:41:09,Sputnik
"[idf92fc50b8dd33f1c2df9a98dd000eabd|Марина], куда ты денешься.",3a7da219d7e33bd54b3b79cc145328bb,0.99999225,0.16287464,0.83712536,2022-02-22 15:31:55,Sputnik
В смысле?,f92fc50b8dd33f1c2df9a98dd000eabd,0.9999963,4.8207796e-05,0.99995184,2022-02-22 15:47:26,Sputnik
"[idf92fc50b8dd33f1c2df9a98dd000eabd|Марина], в прямом.",3a7da219d7e33bd54b3b79cc145328bb,0.99999225,0.16287464,0.83712536,2022-02-22 15:59:40,Sputnik
Донбасс мои ПОЗДРАВЛЕНИЯ!!!🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺,1360a2d52d5953168eb1ef792b0aba77,0.9999964,6.9604976e-05,0.9999304,2022-02-22 08:55:12,Sputnik
Ура а-а-а-а-а,ef50b500fa131986d8823b7a51ee689b,1.9949707e-06,0.00019169941,0.9998084,2022-02-22 09:21:02,Sputnik
Какое мне дело до какой-то дуры из Украины?!,f92fc50b8dd33f1c2df9a98dd000eabd,0.9999963,4.8207796e-05,0.99995184,2022-02-22 10:14:29,Sputnik
"Собаки лаят, караван идёт....",1d88136d310faf41eee0e91578c6fd0b,0.79639494,0.9979354,0.0020646497,2022-02-22 05:55:26,Sputnik
"Да вводите уже все санкции сразу, может начнем свое производство развивать. Давно пора.",8113bd227787e0903d51a279f7ebd35b,0.0015374781,0.102667764,0.89733225,2022-02-22 06:45:19,Sputnik
Теперь планы Зеленского о войне тают на глазах похоже,e20f683bb71905982ee1d86525e35012,4.7082704e-05,0.015264225,0.98473585,2022-02-22 13:31:09,Sputnik
Конечно надо обезопасить Россию и защитить русских людей в ДНР и ЛНР от обезумевших украинских властей!,94f3c6c6b2d248786b61d4c1904f0911,0.9999964,7.248665e-05,0.9999275,2022-02-22 14:47:40,Sputnik
Запад ведь даже санкции вводить не стал по поводу признания ЛДНР),7ca78cde6fdcdc2930bebab0cf839a4b,0.9999944,0.010481379,0.9895186,2022-02-22 17:01:40,Sputnik
"[id8113bd227787e0903d51a279f7ebd35b|Дмитрий], не развили раньше, и сейчас не разовьете)) это нужно иметь мирный склад ума, а не военный🤣",b4ea28eb2cb37a1e9713e31a30157a20,0.99999595,0.9998754,0.00012453506,2022-02-22 07:24:02,Sputnik
Так манополисты борзеют завышая цены,e5173468944311539e5b53ea91610722,0.9999682,0.2762059,0.7237941,2022-03-05 18:39:20,Sputnik
Свергнуть Путина! В этой войне он предал русскую конституцию.,5be7adbf09b34b99f0fe2873c7a79527,0.99998903,0.5007939,0.49920616,2022-03-05 19:29:46,Sputnik
"США боится, что Российские пенсионеры у них будут получать пособие по безработице.",f39027850ce81937511e25628219f58e,0.9999832,0.0048394944,0.9951605,2022-03-07 21:18:38,Sputnik
"[id5be7adbf09b34b99f0fe2873c7a79527|Egor], ты с печки упал? Американскую конституцию 1993 года писало Агенство по международному развитию США (USAID). Вернём русскую, будь уверен.",7d0e668ca0be5d1ae23f44cdda8ad4ff,0.99999344,5.2824817e-05,0.9999472,2022-03-06 03:56:43,Sputnik
"[id5be7adbf09b34b99f0fe2873c7a79527|Egor], адоесок шепни, я тебе помогу...🤣🤣🤣",88e7c658aaf8eeb184043ac175dfe29b,0.021718008,0.020031245,0.9799687,2022-03-08 16:17:10,Sputnik
В связи с санкциями COVID-19 отзывает все свои штаммы из России и прекращает работу на российской территории.,8b96f95a434d6617c846b40d4185563d,0.99998844,0.0074297856,0.9925702,2022-03-07 07:06:33,Sputnik
"Помните из детства? Не помните , а знаете .. Во всех районных поликлиниках России.. Оборудование из СССР почти... Ну по крайней мере на практике ничего не изменилось ..",58164fda3939eae7d819da13caed2335,0.999977,0.03721924,0.9627808,2022-03-06 04:45:18,Sputnik
,efc1ab2f634a7182974e982734285f31,0.99959666,0.008764432,0.9912356,2022-03-06 20:34:22,Sputnik
This sunday is a good day to apologize for the war decided by Putin and a good moment to protest against it like the entire world does.,848398cc345c24849a8fab90d0574e8c,0.99999297,0.0017023663,0.99829763,2022-03-06 14:23:23,Sputnik
In order to don't escape from reality... Here are the pictures from russia's bombing,848398cc345c24849a8fab90d0574e8c,0.99999297,0.0017023663,0.99829763,2022-03-06 14:28:47,Sputnik
"Так она фактически была членом НАТО. На территории Украины строились базы НАТО. Украинские военные участвовали в спецоперации НАТО в Афганистане и Ираке. Постоянные учения, военные специалисты НАТО обучали украинских военных.  Американские биолаборатории. И вполне возможно помогли бы создать ядерную боеголовку.",d6528fc9607f81737f0a7082b17c2841,9.787835e-07,0.7863341,0.2136659,2022-03-05 17:19:30,Sputnik
Свергнуть Путина! В этой войне он предал русскую конституцию.,5be7adbf09b34b99f0fe2873c7a79527,0.99998903,0.5007939,0.49920616,2022-03-05 19:29:58,Sputnik
"Понимаем, чем нам, россиянам, грозит принятие Украины в НАТО.  Ядерная боеголовка НАТО летит из Румынии 10 минут. А из Украины - 5 минут. Если учесть, что бомбоубежищ нет. А из подъезда я спускаюсь за 15 минут (надо же надеть куртку, сапоги, взять паспорт и воды), то для обычного человека это ничего не меняет. А вот мадам Кабаева с тремя детьми по скоростному лифту наверное успеет спуститься за 10 минут. А за пять минут не успеет. Потому, КАРАУЛ!!! Нельзя допускать НАТО в Украину.",f92fc50b8dd33f1c2df9a98dd000eabd,0.9999963,4.8207796e-05,0.99995184,2022-03-05 21:48:52,Sputnik
"Putin is a sick man. His Russia doesn’t have any power over neighbouring countries simply because nobody wants to be under russian influence. Country governed by liars and war criminals.  Hope that you, russian people get rid of him.",12a0cb3ed44473cc718bd2cec578b3f9,0.99999106,0.00084830815,0.9991517,2022-03-06 07:01:10,Sputnik
Нам не оставили выбора. Жители Донбасса тоже жить хотят. За что Украина их бомбила?,218c99073e6d3fcaaa5e674567954cb7,0.99999654,0.00024914657,0.9997508,2022-03-06 09:13:41,Sputnik
"Ваше правительство веками считало, что поддерживает мир и безопасность в соседних странах. Вы слепо верите, потому что у вас заблокированная система и вы не можете читать и смотреть, что происходит в мире. Ваша страна - оккупант, так считает весь мир, вся Европа. Как вы думаете, откуда берутся эти санкции? Ваша страна сначала оккупировала 20% территории Грузии в 2008 году, а теперь зверски убивает украинский народ. Вы все еще знаете, что происходит в Украине? Убивают детей месяцев, уже мирных жителей убивают на улицах, применяют запрещенный ракетный комплекс, беспощадно бомбят районы. После этого вы все еще верите, что ваш президент – освободитель и защитник мира ваших народов? Вместо того, чтобы бежать из страны, выйдите и устраните своего президента, потому что грех всего мира и кровь многих невинных людей будут на ваших будущих поколениях. Вы ненавидели всех, потому что ничего не можете сделать, чтобы остановить своего президента.  Я специально зарегистрировался на этом сайте, чтобы дать вам голос.",e9d978d6561476dc076bd39d7ad2684d,0.9999964,0.9999137,8.6252025e-05,2022-03-06 12:45:16,Sputnik
