text,user_id_hashed,war,ua,ru,datetime,media
"в приложении shuteye оч качественные фоновые шумы для рассредотачивания мозга, звук самый качественный из всех перепробованных источников. если спать под них, то лучше высыпаешься. можно пользоваться большинством звуков бесплатно",1940b4ac1c5c6f542e0aa2058ced9b96,1.8705875e-06,0.0016824153,0.9983176,2022-02-21 22:13:37,NOZh
>Стволовые клетки >Доступность,ccb600cc7e26492eafb97b4e158f1af4,0.9984958,0.009937921,0.9900621,2022-02-22 15:33:24,NOZh
"Сейчас вам наука, в которой 1 из 10 исследования воспроизводятся, расскажет, как правильно воспитывать детей. Та самая психология, которая 30 лет назад рекомендовала родителям не подходить к плачущему ребенку, и благодаря которой в американских роддомах была введена политика нулевых контактов, запрещавшая любые контакты детей и родителей. В результате дети вырастали с тяжелыми психическими расстройствами, слава богу, лишь немногие мамы послушали советы психологов-педагогов.",69e0c3a34987a5a36f715fe10b67187d,0.0050449194,0.0034278892,0.99657214,2022-02-22 15:24:40,NOZh
Тоже коровы напердели парниковый эффект?,3ba0fd41d5aaa7e96f7c0f50ef1640ed,0.9999963,0.7636738,0.2363262,2022-02-22 12:45:57,NOZh
После - это не в следствии,2798449bda8eba763a0aaefe89e3527f,0.9999541,0.06756606,0.9324339,2022-02-22 12:52:08,NOZh
"Ничего, переживем😉",388e75e5c27b364258f26c72174d943f,0.9976484,0.013273368,0.98672664,2022-02-22 13:48:03,NOZh
"[id388e75e5c27b364258f26c72174d943f|Вадим], Конечно! Так, а то что написано на вашей cтeнe, это работает?",b0676f1ad1dd9804f812a3f05a5656f8,0.99996233,0.08330152,0.9166985,2022-02-22 13:49:31,NOZh
"[idb0676f1ad1dd9804f812a3f05a5656f8|Роман], Конечно",388e75e5c27b364258f26c72174d943f,0.9976484,0.013273368,0.98672664,2022-02-22 13:49:54,NOZh
"Не открывая, спрошу: там есть переоцененная Ведьма из Блэр? Если да, то в компетентности данного персонажа можно уже сомневаться",b46509e6f243e31f25cc5a07af7f288b,0.9999958,0.00015937384,0.9998407,2022-02-22 12:17:49,NOZh
Солярный синефил 🤣🤣🤣🤣 нани коре,6088a4a3a2efcf27639e9108ee35efe2,0.99998665,0.0028319645,0.997168,2022-02-22 12:44:31,NOZh
"UPD: открыл, вроде нет. Уже лучше",b46509e6f243e31f25cc5a07af7f288b,0.9999958,0.00015937384,0.9998407,2022-02-22 12:19:41,NOZh
"[idb46509e6f243e31f25cc5a07af7f288b|Zaq], гспди, при чем тут ""ведьма""? при всех плюсах и переоцененности — это явно не микробюджетный трэш-фильм.",77d3e23facd9e3998c7d6a2158dad7b2,0.99998903,0.00065995066,0.99934,2022-02-22 12:34:59,NOZh
"[id77d3e23facd9e3998c7d6a2158dad7b2|Макс], она внешне вполне сойдёт. Целый жанр найденной пленки тотально дебазирован и опошлен был одним фильмом. Такого трэш-эффекта поди поищи.",303ce0cf3bca6d500ad297633f3a3445,0.9999949,0.0018005042,0.9981995,2022-02-22 15:43:55,NOZh
Dying brain records - шикарное название для DSBM лейбла,03c2948466b2a6740cc88452909c9b52,4.0975043e-05,0.0034348606,0.99656516,2022-02-22 11:53:28,NOZh
"Очень интересно, но очень очень мало",29b0b7bc8a14944810b46f5a8f087b62,1.2442748e-05,0.15778428,0.8422157,2022-02-22 15:07:44,NOZh
Кому это неизвестно? О девах щита все знают.,e3981fac3049e494feaa5ec4c83576fd,6.849604e-05,0.030930195,0.9690698,2022-02-22 11:25:15,NOZh
"Строго говоря, викинги не открыли Америку. Они открыли ряд земель, но не сделали вывод, что открыли новый континент.",84d6f827f441f06d2846cb632d5d9267,0.99999034,0.0018260448,0.99817395,2022-02-22 11:46:38,NOZh
"Да, вот тож. Индейцы до сих пор по русски говорят, а Америку не открывали!",cb20da5e164364425fe7385615d11269,0.9999964,0.99400973,0.005990282,2022-02-22 12:10:44,NOZh
"[ide3981fac3049e494feaa5ec4c83576fd|Анна], а вот и не все🙃",d796d4c9b4593299d92e7b80432f220c,0.9997787,0.0126198,0.98738015,2022-02-22 11:35:17,NOZh
"[idd796d4c9b4593299d92e7b80432f220c|Алина], штош, есть шанс расширить кругозор.",e3981fac3049e494feaa5ec4c83576fd,6.849604e-05,0.030930195,0.9690698,2022-02-22 11:39:16,NOZh
"Ну уж лучше от радости,чем от страха...Повезло ему!",a88772f61b4d87ba1da7bd3e7c1da473,2.1572057e-05,0.07742694,0.92257303,2022-02-22 09:00:57,NOZh
пердечный сриступ,ecb694e65b50e98e918e49692bf0095d,0.9999337,0.006633406,0.99336654,2022-02-22 09:01:30,NOZh
зато умер счастливым 😇,e5361d1670355d598c2fba814c4048ee,0.0009176961,0.4374655,0.5625345,2022-02-22 09:33:39,NOZh
От судьбы не уйдёшь,6f61d2dbb4092bdceed2922029371135,0.9990362,0.018097049,0.98190296,2022-02-22 12:36:16,NOZh
Оксюморон 🤣,fe9f76cbd1d37719d4a48319cf7e9523,0.9996219,0.026184926,0.97381514,2022-02-22 12:54:30,NOZh
Уже успел какую-то говномедaльку получить от недееспособного карлика.,28a4a9183daa87b12c0743e1c5014e71,0.9999889,0.63748413,0.3625158,2022-02-22 08:49:34,NOZh
После этой новости в даунбасском дк начался ссущий ад,3a9c16f9157d36dd5699eeb2f2452e1e,0.9999906,0.8907789,0.109221175,2022-02-22 08:50:37,NOZh
надеюсь он грамотно поставит зелёный слоник.,321c809b62b6c82fbd69d565c3ba1d24,5.9623737e-05,0.047727164,0.9522729,2022-02-22 09:32:00,NOZh
"Хоть я и патриот, но подобные новости вызывают отторжение",8ce56a1d7a133827034d2e9d5c83b1d1,0.9999963,4.4433727e-05,0.99995553,2022-02-22 11:04:26,NOZh
"[id28a4a9183daa87b12c0743e1c5014e71|Иван], Зачем же связывать искусство и политику?",c28d694f8b7240cabefbadfc134e7605,0.9999778,0.28301,0.71699,2022-02-22 08:50:39,NOZh
"[idc28d694f8b7240cabefbadfc134e7605|Abiding], ебанутaя?",28a4a9183daa87b12c0743e1c5014e71,0.9999889,0.63748413,0.3625158,2022-02-22 08:52:29,NOZh
"[id28a4a9183daa87b12c0743e1c5014e71|Иван], +5 от Навального",c28d694f8b7240cabefbadfc134e7605,0.9999778,0.28301,0.71699,2022-02-22 08:53:04,NOZh
"[idc28d694f8b7240cabefbadfc134e7605|Abiding], ебанутaя.",28a4a9183daa87b12c0743e1c5014e71,0.9999889,0.63748413,0.3625158,2022-02-22 08:53:15,NOZh
"[idc28d694f8b7240cabefbadfc134e7605|Abiding], и зачем же они их связали?",de896ce1e931c3959571b36a4e9ee8ec,0.9999913,0.19897547,0.80102456,2022-02-22 08:53:25,NOZh
"[idde896ce1e931c3959571b36a4e9ee8ec|Юрий], Вы же не говорите такое про Феллини, получившего награду на Московском фестивале",c28d694f8b7240cabefbadfc134e7605,0.9999778,0.28301,0.71699,2022-02-22 08:55:06,NOZh
"[idde896ce1e931c3959571b36a4e9ee8ec|Юрий], Все то же. Кустурица получил награду за свои заслуги. Великий режиссер",c28d694f8b7240cabefbadfc134e7605,0.9999778,0.28301,0.71699,2022-02-22 08:55:41,NOZh
"[idc28d694f8b7240cabefbadfc134e7605|Abiding], почему не говорил? Смотри мой пост от 1984 года.",de896ce1e931c3959571b36a4e9ee8ec,0.9999913,0.19897547,0.80102456,2022-02-22 08:55:45,NOZh
"[idc28d694f8b7240cabefbadfc134e7605|Abiding], за лупу он на пиджак получил, это его награда.",de896ce1e931c3959571b36a4e9ee8ec,0.9999913,0.19897547,0.80102456,2022-02-22 08:56:34,NOZh
"[idde896ce1e931c3959571b36a4e9ee8ec|Юрий], Какие фильмы Кустурицы Вы смотрели?",c28d694f8b7240cabefbadfc134e7605,0.9999778,0.28301,0.71699,2022-02-22 08:57:00,NOZh
"[idc28d694f8b7240cabefbadfc134e7605|Abiding], вот этот, называется ""Режиссёр танцует на задних лапках"".",de896ce1e931c3959571b36a4e9ee8ec,0.9999913,0.19897547,0.80102456,2022-02-22 08:58:43,NOZh
"[idde896ce1e931c3959571b36a4e9ee8ec|Юрий], Советую глянуть Андерграунд",c28d694f8b7240cabefbadfc134e7605,0.9999778,0.28301,0.71699,2022-02-22 08:59:25,NOZh
"[idc28d694f8b7240cabefbadfc134e7605|Abiding], спасибо, большое, мне и так не было интересно кино, а уж тем более от таких уродов, как Пиздурица. Пусть свои кино с Путиным смотрит.",de896ce1e931c3959571b36a4e9ee8ec,0.9999913,0.19897547,0.80102456,2022-02-22 09:01:06,NOZh
Да что ж хохлов то так корежит?!,ffef9595ccb1de598a82457b124c1438,0.99998856,0.1379727,0.8620273,2022-02-22 10:30:02,NOZh
"[idffef9595ccb1de598a82457b124c1438|Ego], обезьянка, не переживай, я русский и живу в России.",28a4a9183daa87b12c0743e1c5014e71,0.9999889,0.63748413,0.3625158,2022-02-22 10:43:33,NOZh
"[id28a4a9183daa87b12c0743e1c5014e71|Иван], то что ты живешь в России никак не мешает быть тебе советской сволочью",ffef9595ccb1de598a82457b124c1438,0.99998856,0.1379727,0.8620273,2022-02-22 10:43:59,NOZh
"[idffef9595ccb1de598a82457b124c1438|Ego], советская свoлочь - это та шлюxa, которая тебя породила. К этому не имею никакого отношения 💁🏻‍♂️",28a4a9183daa87b12c0743e1c5014e71,0.9999889,0.63748413,0.3625158,2022-02-22 10:45:39,NOZh
"[id28a4a9183daa87b12c0743e1c5014e71|Иван], ну в России ты, может, и живёшь, но вот насчёт русского очень вряд ли, сраный унтерменш",b46509e6f243e31f25cc5a07af7f288b,0.9999958,0.00015937384,0.9998407,2022-02-22 10:50:42,NOZh
"[idb46509e6f243e31f25cc5a07af7f288b|Zaq], обиженная псевдоинтеллектуалка, навepни дерьмa и никогда не оставляй комментарии под моими постами.",28a4a9183daa87b12c0743e1c5014e71,0.9999889,0.63748413,0.3625158,2022-02-22 10:54:49,NOZh
"[id28a4a9183daa87b12c0743e1c5014e71|Иван], под твоими высерами, ты хотел сказать, петушок с расстройствами?)  А чего так бесишься, любовник твой ушел и жопа стягиваться начала? Ты хочешь об этом поговорить?",b46509e6f243e31f25cc5a07af7f288b,0.9999958,0.00015937384,0.9998407,2022-02-22 11:25:29,NOZh
И только в рашке РПЦ продолжает рекламировать полный запрет на аборты...,57e24fccd424434ef3ee144397bea9ed,0.99999523,0.8079987,0.19200125,2022-02-22 08:35:12,NOZh
Это просто какой-то парад здравомыслия. Того гляди к концу десятилетия Южная Америка перестанет быть третьим миром.,978d451b3ec7f9627891ff04485e8247,0.9999827,0.0111726355,0.98882735,2022-02-22 09:42:00,NOZh
"[id57e24fccd424434ef3ee144397bea9ed|Александр], дети мужского пола не могут забеременеть, поэтому РПЦ их же запрет никак бы не коснулся.)",28a4a9183daa87b12c0743e1c5014e71,0.9999889,0.63748413,0.3625158,2022-02-22 08:51:44,NOZh
"[idd025178d67a0df69d7559bb15cd327d4|Владислав], Соединенные Штаты А***ки забыли...",303ce0cf3bca6d500ad297633f3a3445,0.9999949,0.0018005042,0.9981995,2022-02-22 15:45:36,NOZh
"Сначала прочитала ""четвертование"", испугалась 😳",bb044c2e842266fa241ac572aacbf3cf,0.9999714,0.016039236,0.98396075,2022-02-22 06:24:23,NOZh
пир во время чумы?,ef8a4013356422d1a68b31a60ca96d2e,0.9999938,0.50107044,0.49892968,2022-02-22 06:29:52,NOZh
"Пардон, но на олимпиаде РОССИЙСКИХ спортсменом НЕ БЫЛО! От слова совсем!!! Так. были какие-то предатели под белым влагом...",57e24fccd424434ef3ee144397bea9ed,0.99999523,0.8079987,0.19200125,2022-02-22 06:35:03,NOZh
Четвертование??,b4dc850b9df136df706cf836e06369a4,0.999938,0.026528517,0.97347146,2022-02-22 06:47:55,NOZh
"Какие ""российские олимпийцы""? Там были олимпийские олимпийцы . У российских олимпийцев другой флаг.",828c9663fd04b5f375f830f2241d69e5,5.0859057e-06,0.0282835,0.9717165,2022-02-22 07:04:00,NOZh
"ничего себе, какие душнилы здесь собрались. пытаются блеснуть остротой языка, но даже слово ""флаг"" через раз получается написать правильно.",028ebe620ae8143cec7afa3163089cf1,0.6941768,0.028936427,0.97106355,2022-02-22 07:14:36,NOZh
"[id028ebe620ae8143cec7afa3163089cf1|Сергей], отказались бы вообще выступать - ныли бы про трусость и что вообще не поехали ""из-за какого-то куска ткани"". Ты ведь не думаешь, что им нужен весомый повод, чтобы поныть",b46509e6f243e31f25cc5a07af7f288b,0.9999958,0.00015937384,0.9998407,2022-02-22 10:16:10,NOZh
спасибо! очень познавательно,cc2bfe6913d7bb32f8751fd98f4e97e2,4.3273826e-06,0.01855162,0.98144835,2022-02-21 16:53:45,NOZh
было бы там с кем воевать после Юстиниановой чумы,0d41965cb51ce783d8bf03fef1e12815,0.9979992,0.933183,0.06681701,2022-02-21 17:17:56,NOZh
"Никакой экспансии мусульман не было, вся иЗ-Торы-Я - выдумка, прошлое такое туманное - что темнота, отдаёт ярчайшим светом, по сравнению с прошлым.",c220418c7cbf05061adfc1de8576ae78,0.99998295,0.08827286,0.91172713,2022-02-21 17:23:24,NOZh
"А чуть позже этих муслимских завоевателей погнали сцаными тряпками франки. Теперь они способны лишь на отрезание голов французких учителей и священнослужителей. Ну и насиловать девочек, кудаж без их национальной и культурной традиции.",a5d3bffdf524387b874a2b0e2ba1b739,0.9999958,0.13964005,0.86036,2022-02-21 18:10:53,NOZh
"[ida5d3bffdf524387b874a2b0e2ba1b739|Денис], впервые выcралa адекватный комментарий, поздравляю 🤝",28a4a9183daa87b12c0743e1c5014e71,0.9999889,0.63748413,0.3625158,2022-02-21 18:51:25,NOZh
"[id28a4a9183daa87b12c0743e1c5014e71|Иван], ты меня плохо знаешь, бро",a5d3bffdf524387b874a2b0e2ba1b739,0.9999958,0.13964005,0.86036,2022-02-21 19:06:53,NOZh
"[ida5d3bffdf524387b874a2b0e2ba1b739|Денис], очередная лицeмерная потаскухa, и знать не нужно.",28a4a9183daa87b12c0743e1c5014e71,0.9999889,0.63748413,0.3625158,2022-02-21 19:08:32,NOZh
"[id28a4a9183daa87b12c0743e1c5014e71|Иван], нет ты",a5d3bffdf524387b874a2b0e2ba1b739,0.9999958,0.13964005,0.86036,2022-02-21 20:05:22,NOZh
