text,user_id_hashed,war,ua,ru,datetime,media
Вот такую 😳,016b541f5b9dbf5d7ef3acb1444e695a,0.99999166,0.9994616,0.0005384187,2022-02-22 20:22:16,OTR
Какой мир?,8a4a31bf51da8f4c1eaa927e12a9706d,0.99998415,0.48772264,0.5122774,2022-02-22 17:40:26,OTR
"Хохлам как всегда халява, а россиянам хрен с маслом😆Крым восстановили, теперь ДНР и ЛНР🤣восстанавливать будут , ждем очередную пенсионную реформу выжившим😆",e1484b1a25718c14686a73f505522130,6.2717e-07,0.00012368055,0.99987626,2022-02-22 17:53:15,OTR
"Я раньше попадал по зомбоящику на Ваши ""аналитические"" программы. Иногда смело говорили, почти зауважал. Но, сегодня язык в задницу запихнули, подпевать начали. Печально.",08072bbf8382b5643414970861aeac60,0.99996793,0.0017326267,0.99826735,2022-02-22 17:55:18,OTR
"Признание Россией ДНР и ЛНР является вопиющим нарушением международного права/ Как юрист Путин это прекрасно понимает. Но , видимо, это не первое его преступление.",4471c49d877b852af6978eb394eff1fc,0.9999951,4.3009244e-05,0.99995697,2022-02-22 18:01:22,OTR
А россиянам МРОТ в 100$ как Бурунди и пенсии в 70.🤣🤣,016b541f5b9dbf5d7ef3acb1444e695a,0.99999166,0.9994616,0.0005384187,2022-02-22 18:03:47,OTR
"Вассерман, кажется, родился сразу с маразмом.",cb6ae983202e2ecb7c73107f9eef61cc,0.99999034,0.39628488,0.6037151,2022-02-22 18:15:48,OTR
"Это всё постановка, домашняя заготовка заранее придуманная, все сыграли роль, как марионетки, а буржуазное правительство с замашками империалистов ещё никому мир не принесло. Для ""дорогих друзей"" Путина, Зеленского, Байдена и прочих Шольцев люди просто сырьё для прибыли. Пока власть не у народа ничего хорошего нам не светит, сейчас не 14-й год, идиотов мало осталось.",efa1c568db6624f27501c988449a4b8f,0.9994579,0.83808434,0.16191567,2022-02-22 18:31:46,OTR
"Тут или действовать быстро и решительно, и основная задача , это не присоединение огрызка от двух областей,    а уничтожение, в том числе и военное, и экономическое государства Украина.    А для этого нужно занимать как минимум всё до Днепра, включая всё побережье до Приднестровья.    А так этот ананизьм приведёт к поражению РФ.",635cbcbf20d1e3b689965ebde717ee5e,0.9999964,0.017638372,0.9823616,2022-02-22 18:31:58,OTR
Высерман языком молоть я тоже умею,7f0261c8fb72aa94782ff1f447bc7441,0.9998329,0.010981762,0.9890182,2022-02-22 18:42:44,OTR
"чего тянули почти 8 лет,нельзя было сразу признать Россией ДНР и ЛНР? а вообше нам то что? ну признали мы легетивность республик и что ? нам то что от этого?",1f74e9a8e4aecddf85dedf95cd044072,0.9999962,0.059546296,0.9404537,2022-02-22 18:42:51,OTR
"Как блеать мир принесут люди, которые пришли воевать, совсем кукухой поехали))",31e850fb8d8e8009d61e4b78dfd9f4e3,0.9999962,0.99983865,0.00016140127,2022-02-22 18:45:41,OTR
Скулящие твари и где они обитают... 🤣🤣🤣,57aadb545f4fdb1f47d2d864251a41dc,0.9999962,0.38699034,0.6130097,2022-02-22 18:47:19,OTR
"Тут или действовать быстро и решительно, и основная задача , это не присоединение огрызка от двух областей,    а уничтожение, в том числе и военное, и экономическое государства Украина.    А для этого нужно занимать как минимум всё до Днепра, включая всё побережье до Приднестровья.    А так этот ананизьм приведёт к поражению РФ.",635cbcbf20d1e3b689965ebde717ee5e,0.9999964,0.017638372,0.9823616,2022-02-22 18:58:51,OTR
"[id8a4a31bf51da8f4c1eaa927e12a9706d|Илья], а Украине не мир. 😁",98d77f3de0c51f716e5aa7686d93bd83,0.9999931,0.9999502,4.9813007e-05,2022-02-22 17:44:07,OTR
"[id98d77f3de0c51f716e5aa7686d93bd83|Алексей], 👍",57aadb545f4fdb1f47d2d864251a41dc,0.9999962,0.38699034,0.6130097,2022-02-22 18:46:05,OTR
"[ide1484b1a25718c14686a73f505522130|Гузель], Белые развалили СССР.",5edd9ce1b092b183adac2b3e2391d9e0,0.9999964,0.83568406,0.16431592,2022-02-22 19:32:47,OTR
"[id4471c49d877b852af6978eb394eff1fc|Дмитрий], Белые развалили СССР.",5edd9ce1b092b183adac2b3e2391d9e0,0.9999964,0.83568406,0.16431592,2022-02-22 19:32:41,OTR
"[idefa1c568db6624f27501c988449a4b8f|Авдот], Белые развалили СССР.",5edd9ce1b092b183adac2b3e2391d9e0,0.9999964,0.83568406,0.16431592,2022-02-22 19:32:35,OTR
"[id635cbcbf20d1e3b689965ebde717ee5e|Федор], Белые развалили СССР.",5edd9ce1b092b183adac2b3e2391d9e0,0.9999964,0.83568406,0.16431592,2022-02-22 19:32:30,OTR
"[id1f74e9a8e4aecddf85dedf95cd044072|Влад], Белые развалили СССР.",5edd9ce1b092b183adac2b3e2391d9e0,0.9999964,0.83568406,0.16431592,2022-02-22 19:32:22,OTR
"[id31e850fb8d8e8009d61e4b78dfd9f4e3|Евгений], Белые развалили СССР.",5edd9ce1b092b183adac2b3e2391d9e0,0.9999964,0.83568406,0.16431592,2022-02-22 19:32:17,OTR
"[id5edd9ce1b092b183adac2b3e2391d9e0|Роман], решили и с рф кончить?",31e850fb8d8e8009d61e4b78dfd9f4e3,0.9999962,0.99983865,0.00016140127,2022-02-22 19:46:47,OTR
"[id635cbcbf20d1e3b689965ebde717ee5e|Федор], Белые развалили СССР.",5edd9ce1b092b183adac2b3e2391d9e0,0.9999964,0.83568406,0.16431592,2022-02-22 19:32:11,OTR
"[id5edd9ce1b092b183adac2b3e2391d9e0|Роман], стыдно спрашивать, а кто такие Белые?",1f74e9a8e4aecddf85dedf95cd044072,0.9999962,0.059546296,0.9404537,2022-02-22 19:40:47,OTR
"[id5edd9ce1b092b183adac2b3e2391d9e0|Роман], Развалили его ПИНДОССЫ, скупив всю нашу верхушку",635cbcbf20d1e3b689965ebde717ee5e,0.9999964,0.017638372,0.9823616,2022-02-22 20:24:25,OTR
Какие шустрые у буржуев пчелы. Уже печатный расплод полной рамки,9e45e34f3b8d401f64e6cc440a53023c,0.9999937,0.35085988,0.6491401,2022-02-22 17:43:33,OTR
"[id9e45e34f3b8d401f64e6cc440a53023c|Диас], Если это в Калифорнии, то там сейчас, можно сказать, весна в полном разгаре, как у нас в маю, а в такое время и у нас полные корпуса расплода, а именно в моём регионе - уже разгар роения",b0fbc9f30cc4f422365c5ea9a05cd848,8.681578e-06,0.0025082761,0.9974917,2022-02-22 19:01:47,OTR
"Так наследники их, скорее всего, и продали... И зачем из возвращать? Чтоб  еще раз смогли продать?",155175b61c42a2b7805f05bcb12ca79a,0.99999475,0.43130356,0.56869644,2022-02-22 17:17:37,OTR
Хорошо было бы знать имена награжденных,88d064f7da7be00f0bc19c1fff91bada,0.99997926,4.0403163e-05,0.9999596,2022-02-22 17:25:21,OTR
"а разве сейчас можно что либо продать такое?,сейчас вроде запретили продавать ордена и награды",1f74e9a8e4aecddf85dedf95cd044072,0.9999962,0.059546296,0.9404537,2022-02-22 18:45:13,OTR
Подождут. Зато Донбасс наш.🤣🤣,016b541f5b9dbf5d7ef3acb1444e695a,0.99999166,0.9994616,0.0005384187,2022-02-22 17:39:45,OTR
Ну так надо лугандону помочь 🤣,0c45b9f86d7b3d8ae9808ae8b2e770a8,0.99999416,0.9999393,6.0705854e-05,2022-02-22 17:57:38,OTR
