descr,available,price,sn,shop,action,quality,action_n,quality_n
100 Друзей  на страницу Быстрый старт 51   Хорошее качество Россия+СНГ Запуск 0-1 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 10000 ед Стабильные! Белое продвижение!,100,0.51,vk,doctorsmm.csv,friend,high,3,3
1000 Друзей  на страницу Быстрый старт 489   Хорошее качество Россия+СНГ Запуск 0-1 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 10000 ед Стабильные! Белое продвижение!,1000,0.489,vk,doctorsmm.csv,friend,high,3,3
5000 Друзей  на страницу Быстрый старт 2399   Хорошее качество Россия+СНГ Запуск 0-1 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 10000 ед Стабильные! Белое продвижение!,5000,0.4798,vk,doctorsmm.csv,friend,high,3,3
10000 Друзей  на страницу Быстрый старт 4719   Хорошее качество Россия+СНГ Запуск 0-1 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 10000 ед Стабильные! Белое продвижение!,10000,0.4719,vk,doctorsmm.csv,friend,high,3,3
100 Подписчиков  в группу Стандартные 44   Хорошее качество Запуск 0-3 час Мин 100 ед на 1 ссылку Скорость до 100 ед/сутки Доступно 5000 ед Стабильные! Малый % собак Безопасное продвижение!,100,0.44,vk,doctorsmm.csv,participate,high,3,3
500 Подписчиков  в группу Стандартные 217   Хорошее качество Запуск 0-3 час Мин 100 ед на 1 ссылку Скорость до 100 ед/сутки Доступно 5000 ед Стабильные! Малый % собак Безопасное продвижение!,500,0.434,vk,doctorsmm.csv,participate,high,3,3
1000 Подписчиков  в группу Стандартные 427   Хорошее качество Запуск 0-3 час Мин 100 ед на 1 ссылку Скорость до 100 ед/сутки Доступно 5000 ед Стабильные! Малый % собак Безопасное продвижение!,1000,0.427,vk,doctorsmm.csv,participate,high,3,3
5000 Подписчиков  в группу Стандартные 2089   Хорошее качество Запуск 0-3 час Мин 100 ед на 1 ссылку Скорость до 100 ед/сутки Доступно 5000 ед Стабильные! Малый % собак Безопасное продвижение!,5000,0.4178,vk,doctorsmm.csv,participate,high,3,3
500 просмотров  на посты Биржевой трафик 20   Среднее качество микс Запуск до 8 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 1000 ед Гарантии нет Безопасное продвижение!,500,0.04,vk,doctorsmm.csv,view,mid,1,2
1000 просмотров  на посты Биржевой трафик 39   Среднее качество микс Запуск до 8 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 1000 ед Гарантии нет Безопасное продвижение!,1000,0.039,vk,doctorsmm.csv,view,mid,1,2
500 просмотров  на посты Стандартные 28   Среднее качество микс Запуск до 4 час Мин 100 ед на 1 ссылку Скорость до 800 ед/сутки Доступно 1000 ед Стабильные! Безопасное продвижение!,500,0.056,vk,doctorsmm.csv,view,mid,1,2
1000 просмотров  на посты Стандартные 56   Среднее качество микс Запуск до 4 час Мин 100 ед на 1 ссылку Скорость до 800 ед/сутки Доступно 1000 ед Стабильные! Безопасное продвижение!,1000,0.056,vk,doctorsmm.csv,view,mid,1,2
100 просмотров  на посты Быстрые 11   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 10000 ед/сутки Доступно 20К ед Гарантия 30 дней Рекомендуем!,100,0.11,vk,doctorsmm.csv,view,high,1,3
300 просмотров  на посты Быстрые 29   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 10000 ед/сутки Доступно 20К ед Гарантия 30 дней Рекомендуем!,300,0.09666666666666666,vk,doctorsmm.csv,view,high,1,3
500 просмотров  на посты Быстрые 48   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 10000 ед/сутки Доступно 20К ед Гарантия 30 дней Рекомендуем!,500,0.096,vk,doctorsmm.csv,view,high,1,3
1000 просмотров  на посты Быстрые 89   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 10000 ед/сутки Доступно 20К ед Гарантия 30 дней Рекомендуем!,1000,0.089,vk,doctorsmm.csv,view,high,1,3
3000 просмотров  на посты Быстрые 262   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 10000 ед/сутки Доступно 20К ед Гарантия 30 дней Рекомендуем!,3000,0.08733333333333333,vk,doctorsmm.csv,view,high,1,3
5000 просмотров  на посты Быстрые 436   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 10000 ед/сутки Доступно 20К ед Гарантия 30 дней Рекомендуем!,5000,0.0872,vk,doctorsmm.csv,view,high,1,3
10000 просмотров  на посты Быстрые 849   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 10000 ед/сутки Доступно 20К ед Гарантия 30 дней Рекомендуем!,10000,0.0849,vk,doctorsmm.csv,view,high,1,3
20000 просмотров  на посты Быстрые 1609   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 10000 ед/сутки Доступно 20К ед Гарантия 30 дней Рекомендуем!,20000,0.08045,vk,doctorsmm.csv,view,high,1,3
500 просмотров  на видео Биржевой трафик 21   Среднее качество микс Запуск до 8 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 1000 ед Гарантии нет Безопасное продвижение!,500,0.042,vk,doctorsmm.csv,view,mid,1,2
1000 просмотров  на видео Биржевой трафик 39   Среднее качество микс Запуск до 8 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 1000 ед Гарантии нет Безопасное продвижение!,1000,0.039,vk,doctorsmm.csv,view,mid,1,2
500 просмотров  на видео Стандартные 44   Среднее качество микс Запуск до 4 час Мин 100 ед на 1 ссылку Скорость до 800 ед/сутки Доступно 1000 ед Стабильные! Безопасное продвижение!,500,0.088,vk,doctorsmm.csv,view,mid,1,2
1000 просмотров  на видео Стандартные 87   Среднее качество микс Запуск до 4 час Мин 100 ед на 1 ссылку Скорость до 800 ед/сутки Доступно 1000 ед Стабильные! Безопасное продвижение!,1000,0.087,vk,doctorsmm.csv,view,mid,1,2
1000 просмотров  на видео Быстрые 119   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 10000 ед/сутки Доступно 20К ед Гарантия 30 дней Рекомендуем!,1000,0.119,vk,doctorsmm.csv,view,high,1,3
10000 просмотров  на видео Быстрые 1090   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 10000 ед/сутки Доступно 20К ед Гарантия 30 дней Рекомендуем!,10000,0.109,vk,doctorsmm.csv,view,high,1,3
50000 просмотров  на видео Быстрые 5290   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 10000 ед/сутки Доступно 20К ед Гарантия 30 дней Рекомендуем!,50000,0.1058,vk,doctorsmm.csv,view,high,1,3
100000 просмотров  на видео Быстрые 9990   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 10000 ед/сутки Доступно 20К ед Гарантия 30 дней Рекомендуем!,100000,0.0999,vk,doctorsmm.csv,view,high,1,3
100 лайков  Оптимальные 12   Среднее качество СНГ Запуск 0-3 час Мин 100 ед на 1 ссылку Скорость 100-300 ед/сутки Доступно 10000 ед Гарантия 30 дней Безопасное продвижение!,100,0.12,vk,doctorsmm.csv,like,mid,2,2
500 лайков  Оптимальные 49   Среднее качество СНГ Запуск 0-3 час Мин 100 ед на 1 ссылку Скорость 100-300 ед/сутки Доступно 10000 ед Гарантия 30 дней Безопасное продвижение!,500,0.098,vk,doctorsmm.csv,like,mid,2,2
1000 лайков  Оптимальные 94   Среднее качество СНГ Запуск 0-3 час Мин 100 ед на 1 ссылку Скорость 100-300 ед/сутки Доступно 10000 ед Гарантия 30 дней Безопасное продвижение!,1000,0.094,vk,doctorsmm.csv,like,mid,2,2
10000 лайков  Оптимальные 909   Среднее качество СНГ Запуск 0-3 час Мин 100 ед на 1 ссылку Скорость 100-300 ед/сутки Доступно 10000 ед Гарантия 30 дней Безопасное продвижение!,10000,0.0909,vk,doctorsmm.csv,like,mid,2,2
100 репостов  СНГ Стандартные 30   Хорошее качество Запуск 2-4 час Мин 100 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 10000 ед Гарантия 30 дней Безопасное продвижение!,100,0.3,vk,doctorsmm.csv,repost,high,3,3
500 репостов  СНГ Стандартные 145   Хорошее качество Запуск 2-4 час Мин 100 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 10000 ед Гарантия 30 дней Безопасное продвижение!,500,0.29,vk,doctorsmm.csv,repost,high,3,3
1000 репостов  СНГ Стандартные 280   Хорошее качество Запуск 2-4 час Мин 100 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 10000 ед Гарантия 30 дней Безопасное продвижение!,1000,0.28,vk,doctorsmm.csv,repost,high,3,3
5000 репостов  СНГ Стандартные 1289   Хорошее качество Запуск 2-4 час Мин 100 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 10000 ед Гарантия 30 дней Безопасное продвижение!,5000,0.2578,vk,doctorsmm.csv,repost,high,3,3
100 Лайков  + 100 Просмотров Живые 27   Высокое качество СНГ Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 100К ед Гарантия 100% Безопасное продвижение!,100,0.27,vk,doctorsmm.csv,like,live,2,4
1000 Лайков  + 1000 Просмотров Живые 249   Высокое качество СНГ Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 100К ед Гарантия 100% Безопасное продвижение!,1000,0.249,vk,doctorsmm.csv,like,live,2,4
10000 Лайков  + 10000 Просмотров Живые 2290   Высокое качество СНГ Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 100К ед Гарантия 100% Безопасное продвижение!,10000,0.229,vk,doctorsmm.csv,like,live,2,4
100000 Лайков  + 100000 Просмотров 22290   Высокое качество СНГ Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 100К ед Гарантия 100% Безопасное продвижение!,100000,0.2229,vk,doctorsmm.csv,like,high,2,3
100 репостов  +100 лайков Стандарт 38   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 50К ед Гарантия 30 дней Эффект естественного интереса!,100,0.38,vk,doctorsmm.csv,repost,high,3,3
500 репостов  +500 лайков Стандарт 185   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 50К ед Гарантия 30 дней Эффект естественного интереса!,500,0.37,vk,doctorsmm.csv,repost,high,3,3
1000 репостов  +1000 лайков Стандарт 360   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 50К ед Гарантия 30 дней Эффект естественного интереса!,1000,0.36,vk,doctorsmm.csv,repost,high,3,3
5000 репостов  +5000 лайков Стандарт 1749   Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 50К ед Гарантия 30 дней Эффект естественного интереса!,5000,0.3498,vk,doctorsmm.csv,repost,high,3,3
Голоса+Лайки  в конкурсе (100 ед=74 р) 074      Хорошее качество микс СНГ Запуск 0-5 час Мин 100 ед на 1 ссылку Скорость до 200 ед/сутки Доступно 1000 ед Гарантия 30 дней Указывайте пункт для голосования   1,100,0.74,vk,doctorsmm.csv,like,high,2,3
Увеличение голосов  в голосовании быстрые (100 ед=67 р) 067      Хорошее качество СНГ Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 1000 ед Гарантия 10 дней Указывайте пункт для голосования   1,100,0.67,vk,doctorsmm.csv,poll,high,2,3
Живые Комментарии  Ваш текст Весь мир (100 ед=53 р) 053      Хорошее качество Запуск 0-3 час Мин 50 ед на 1 ссылку Скорость до 100 ед/сутки Доступно 1000 ед 1 коммент должен содержать не более 35 символов   1,100,0.53,vk,doctorsmm.csv,comment,live,4,4
Живые лайки  + Просмотры постов/фото (100 ед=27 р) 027      Высокое качество СНГ Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 100К ед Гарантия 100% Безопасное продвижение!   1,100,0.27,vk,doctorsmm.csv,like,live,2,4
Офферные лайки  на посты/фото/видео (100 ед=12 р) 012      Среднее качество СНГ Запуск 0-3 час Мин 100 ед на 1 ссылку Скорость 100-300 ед/сутки Доступно 10000 ед Гарантия 30 дней Безопасное продвижение!   1,100,0.12,vk,doctorsmm.csv,like,live,2,4
Медленные лайки  на посты/фото Смешанные (100 ед=9 р) 009      Низкое качество микс Запуск 2-4 час Мин 100 ед на 1 ссылку Скорость низкая Доступно 1000 ед Гарантии нет Безопасное продвижение   1,100,0.09,vk,doctorsmm.csv,like,mid,2,2
Лайки  +Просмотры ЖИВЫЕ (100 ед=27 р) 027      Высокое качество СНГ Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 100К ед Гарантия 100% Безопасное продвижение!   1,100,0.27,vk,doctorsmm.csv,like,live,2,4
Репосты+Лайки  на посты/фото/видео Реальные (100 ед=38 р) 038      Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 50К ед Гарантия 30 дней Эффект естественного интереса!   1,100,0.38,vk,doctorsmm.csv,repost,high,3,3
Офферные репосты  на посты/фото/видео Боты (100 ед=15 р) 015      Низкое качество микс Запуск 2-4 час Мин 100 ед на 1 ссылку Скорость до 100 ед/сутки Доступно 1000 ед Гарантии нет Безопасное продвижение!   1,100,0.15,vk,doctorsmm.csv,repost,live,3,4
Медленные репосты  на посты/фото СНГ+РФ (100 ед=37 р) 037      Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 200 ед/сутки Доступно 20К ед Гарантия 30 дней! Безопасное продвижение!   1,100,0.37,vk,doctorsmm.csv,repost,high,3,3
Быстрые репосты  на посты/фото/видео СНГ (100 ед=44 р) 044      Лучшее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 20К ед Гарантия 30 дней Рекомендуем!   1,100,0.44,vk,doctorsmm.csv,repost,high,3,3
Просмотры Смешанные  на посты СНГ+РФ (100 ед=11 р) 011      Хорошее качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 10000 ед/сутки Доступно 20К ед Гарантия 30 дней Рекомендуем!   1,100,0.11,vk,doctorsmm.csv,view,high,1,3
Просмотры  на видео с задержкой старта (100 ед=9 р) 009      Среднее качество микс Запуск до 8 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 1000 ед Гарантии нет Безопасное продвижение!   1,100,0.09,vk,doctorsmm.csv,view,mid,1,2
Просмотры Медленные  на посты Стандарт (100 ед=9 р) 009      Среднее качество микс Запуск до 4 час Мин 100 ед на 1 ссылку Скорость до 800 ед/сутки Доступно 1000 ед Стабильные! Безопасное продвижение!   1,100,0.09,vk,doctorsmm.csv,view,mid,1,2
Просмотры  на видео Весь мир быстрые (100 ед=12 р) 012      Хорошее качество микс Запуск до 2 час Мин 100 ед на 1 ссылку Скорость до 5000 ед/сутки Доступно 20000 ед Стабильные! Безопасное продвижение!   1,100,0.12,vk,doctorsmm.csv,view,high,1,3
Подписчики  в группу Медленные (100 ед=32 р) 032      Биржевой трафик Запуск 0-4 час Мин 500 ед на 1 ссылку Скорость до 60 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!   1,100,0.32,vk,doctorsmm.csv,participate,low,3,1
Подписчики Живые  в группу Лучшие (100 ед=79 р) 079      Высокое качество СНГ Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 200 ед/сутки Доступно 3000 ед Стабильные! Рекомендуем!   1,100,0.79,vk,doctorsmm.csv,participate,live,3,4
Подписчики  в группу с задержкой (100 ед=30 р) 03      Базовое качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 60 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!   1,100,0.3,vk,doctorsmm.csv,participate,low,3,1
Боты  в группу Медленные (100 ед=29 р) 029      Среднее качество Запуск 0-3 час Мин 100 ед на 1 ссылку Скорость 50-80 ед/сутки Доступно 5000 ед Возможны списания Безопасное продвижение!   1,100,0.29,vk,doctorsmm.csv,participate,mid,3,2
Подписчики/друзья  Быстрые офферы (100 ед=51 р) 051      Хорошее качество Россия+ Запуск 0-1 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 10000 ед Стабильные! Безопасное продвижение!   1,100,0.51,vk,doctorsmm.csv,friend,live,3,4
Подписчики/друзья  Оптимальные (100 ед=45 р) 045      Хорошее качество СНГ Запуск 0-3 час Мин 100 ед на 1 ссылку Скорость до 200 ед/сутки Доступно 10000 ед Стабильные! Безопасное продвижение!   1,100,0.45,vk,doctorsmm.csv,friend,high,3,3
Подписчики/друзья  Боты быстрые (100 ед=37 р) 037      Среднее качество Запуск 0-3 час Мин 100 ед на 1 ссылку Скорость до 200 ед/сутки Доступно 10000 ед Стабильные! Безопасное продвижение!   1,100,0.37,vk,doctorsmm.csv,friend,mid,3,2
Подписчики/друзья  Боты медленные (100 ед=34 р) 034      Среднее качество Запуск 0-5 час Мин 100 ед на 1 ссылку Скорость до 80 ед/сутки Доступно 10000 ед Стабильные! Безопасное продвижение!,100,0.34,vk,doctorsmm.csv,friend,mid,3,2
500 Подписчиков  С задержкой старта 21   Низкое качество Микс Запуск 8-12 час Мин 100 ед Скорость до 500 ед/сутки Доступно 1000 ед Возможны списания до 80% Гарантии нет,500,0.042,instagram,doctorsmm.csv,participate,low,3,1
1000 Подписчиков  С задержкой старта 39   Низкое качество Микс Запуск 8-12 час Мин 100 ед Скорость до 500 ед/сутки Доступно 1000 ед Возможны списания до 80% Гарантии нет,1000,0.039,instagram,doctorsmm.csv,participate,low,3,1
500 Подписчиков  Биржевые 69   Низкое качество Запуск 6-8 час Мин 100 ед Скорость до 500 ед/сутки Доступно 1000 ед Возможны списания до 80% Гарантии нет,500,0.138,instagram,doctorsmm.csv,participate,low,3,1
1000 Подписчиков  Биржевые 129   Низкое качество Запуск 6-8 час Мин 100 ед Скорость до 500 ед/сутки Доступно 1000 ед Возможны списания до 80% Гарантии нет,1000,0.129,instagram,doctorsmm.csv,participate,low,3,1
100 Живых  Подписчиков СНГ Микс 89   Высокое качество Запуск 0-3 час Мин 100 ед Скорость 200-400 ед/сутки Доступно 3000 ед Вероятность отписок до 10% Рекомендуем!,100,0.89,instagram,doctorsmm.csv,participate,live,3,4
300 Живых  Подписчиков СНГ Микс 265   Высокое качество Запуск 0-3 час Мин 100 ед Скорость 200-400 ед/сутки Доступно 3000 ед Вероятность отписок до 10% Рекомендуем!,300,0.8833333333333333,instagram,doctorsmm.csv,participate,live,3,4
500 Живых  Подписчиков СНГ Микс 439   Высокое качество Запуск 0-3 час Мин 100 ед Скорость 200-400 ед/сутки Доступно 3000 ед Вероятность отписок до 10% Рекомендуем!,500,0.878,instagram,doctorsmm.csv,participate,live,3,4
1000 Живых  Подписчиков СНГ Микс 869   Высокое качество Запуск 0-3 час Мин 100 ед Скорость 200-400 ед/сутки Доступно 3000 ед Вероятность отписок до 10% Рекомендуем!,1000,0.869,instagram,doctorsmm.csv,participate,live,3,4
100 Подписчиков  Базовые медленные 15   Низкое качество Запуск 0-3 час Мин 100 ед Скорость до 500 ед/сутки Доступно 3000 ед Возможны списания Без гарантии,100,0.15,instagram,doctorsmm.csv,participate,low,3,1
500 Подписчиков  Базовые медленные 72   Низкое качество Запуск 0-3 час Мин 100 ед Скорость до 500 ед/сутки Доступно 3000 ед Возможны списания Без гарантии,500,0.144,instagram,doctorsmm.csv,participate,low,3,1
1000 Подписчиков  Базовые медленные 139   Низкое качество Запуск 0-3 час Мин 100 ед Скорость до 500 ед/сутки Доступно 3000 ед Возможны списания Без гарантии,1000,0.139,instagram,doctorsmm.csv,participate,low,3,1
3000 Подписчиков  Базовые медленные 379   Низкое качество Запуск 0-3 час Мин 100 ед Скорость до 500 ед/сутки Доступно 3000 ед Возможны списания Без гарантии,3000,0.12633333333333333,instagram,doctorsmm.csv,participate,low,3,1
100 Подписчиков  МИКС 29   Среднее качество Запуск 2-5 час Мин 100 ед Скорость до 1000 ед/сутки Доступно 10000 ед Возможны списания  Безопасное продвижение!,100,0.29,instagram,doctorsmm.csv,participate,mid,3,2
500 Подписчиков  МИКС 139   Среднее качество Запуск 2-5 час Мин 100 ед Скорость до 1000 ед/сутки Доступно 10000 ед Возможны списания  Безопасное продвижение!,500,0.278,instagram,doctorsmm.csv,participate,mid,3,2
1000 Подписчиков  МИКС 259   Среднее качество Запуск 2-5 час Мин 100 ед Скорость до 1000 ед/сутки Доступно 10000 ед Возможны списания  Безопасное продвижение!,1000,0.259,instagram,doctorsmm.csv,participate,mid,3,2
10000 Подписчиков  МИКС 2489   Среднее качество Запуск 2-5 час Мин 100 ед Скорость до 1000 ед/сутки Доступно 10000 ед Возможны списания  Безопасное продвижение!,10000,0.2489,instagram,doctorsmm.csv,participate,mid,3,2
100 Подписчиков  Офферы 39   Хорошее качество Запуск 1-3 час Мин 100 ед Скорость до 1000 ед/сутки Доступно 20К ед Безопасное продвижение!,100,0.39,instagram,doctorsmm.csv,participate,live,3,4
500 Подписчиков  Офферы 191   Хорошее качество Запуск 1-3 час Мин 100 ед Скорость до 1000 ед/сутки Доступно 20К ед Безопасное продвижение!,500,0.382,instagram,doctorsmm.csv,participate,live,3,4
1000 Подписчиков  Офферы 373   Хорошее качество Запуск 1-3 час Мин 100 ед Скорость до 1000 ед/сутки Доступно 20К ед Безопасное продвижение!,1000,0.373,instagram,doctorsmm.csv,participate,live,3,4
10000 Подписчиков  Офферы 3689   Хорошее качество Запуск 1-3 час Мин 100 ед Скорость до 1000 ед/сутки Доступно 20К ед Безопасное продвижение!,10000,0.3689,instagram,doctorsmm.csv,participate,live,3,4
100 Подписчиков  Весь мир+Россия 63   Лучшее качество Запуск 0-1 час Мин 100 ед Скорость до 1000 ед/сутки Доступно 3000 ед Много аккаунтов с публикациями!,100,0.63,instagram,doctorsmm.csv,participate,high,3,3
300 Подписчиков  Весь мир+Россия 187   Лучшее качество Запуск 0-1 час Мин 100 ед Скорость до 1000 ед/сутки Доступно 3000 ед Много аккаунтов с публикациями!,300,0.6233333333333333,instagram,doctorsmm.csv,participate,high,3,3
500 Подписчиков  Весь мир+Россия 309   Лучшее качество Запуск 0-1 час Мин 100 ед Скорость до 1000 ед/сутки Доступно 3000 ед Много аккаунтов с публикациями!,500,0.618,instagram,doctorsmm.csv,participate,high,3,3
1000 Подписчиков  Весь мир+Россия 607   Лучшее качество Запуск 0-1 час Мин 100 ед Скорость до 1000 ед/сутки Доступно 3000 ед Много аккаунтов с публикациями!,1000,0.607,instagram,doctorsmm.csv,participate,high,3,3
100 Русских  Подписчиков 49   Хорошее качество Россия Запуск 1-3 час Мин 100 ед Скорость до 800 ед/сутки Доступно 20000 ед Вероятность списания 20%,100,0.49,instagram,doctorsmm.csv,participate,high,3,3
500 Русских  Подписчиков 245   Хорошее качество Россия Запуск 1-3 час Мин 100 ед Скорость до 800 ед/сутки Доступно 20000 ед Вероятность списания 20%,500,0.49,instagram,doctorsmm.csv,participate,high,3,3
1000 Русских  Подписчиков 439   Хорошее качество Россия Запуск 1-3 час Мин 100 ед Скорость до 800 ед/сутки Доступно 20000 ед Вероятность списания 20%,1000,0.439,instagram,doctorsmm.csv,participate,high,3,3
10000 Русских  Подписчиков 4098   Хорошее качество Россия Запуск 1-3 час Мин 100 ед Скорость до 800 ед/сутки Доступно 20000 ед Вероятность списания 20%,10000,0.4098,instagram,doctorsmm.csv,participate,high,3,3
100 Английских  подписчиков 55   Хорошее качество США Запуск 1-3 час Мин 100 ед Скорость до 800 ед/сутки Доступно 10000 ед Вероятность списания до 20%,100,0.55,instagram,doctorsmm.csv,participate,high,3,3
500 Английских  подписчиков 269   Хорошее качество США Запуск 1-3 час Мин 100 ед Скорость до 800 ед/сутки Доступно 10000 ед Вероятность списания до 20%,500,0.538,instagram,doctorsmm.csv,participate,high,3,3
1000 Английских  подписчиков 489   Хорошее качество США Запуск 1-3 час Мин 100 ед Скорость до 800 ед/сутки Доступно 10000 ед Вероятность списания до 20%,1000,0.489,instagram,doctorsmm.csv,participate,high,3,3
10000 Английских  подписчиков 4790   Хорошее качество США Запуск 1-3 час Мин 100 ед Скорость до 800 ед/сутки Доступно 10000 ед Вероятность списания до 20%,10000,0.479,instagram,doctorsmm.csv,participate,high,3,3
100 Живых  Комментариев Весь мир 79   Высокое качество Запуск 2-8 час Мин 25 ед на 1 пост Скорость до 100 ед/сутки Доступно 3000 ед Гарантия 30 дней Ваш текст пишите в заказе,100,0.79,instagram,doctorsmm.csv,comment,live,4,4
300 Живых  Комментариев Весь мир 234   Высокое качество Запуск 2-8 час Мин 25 ед на 1 пост Скорость до 100 ед/сутки Доступно 3000 ед Гарантия 30 дней Ваш текст пишите в заказе,300,0.78,instagram,doctorsmm.csv,comment,live,4,4
500 Живых  Комментариев Весь мир 389   Высокое качество Запуск 2-8 час Мин 25 ед на 1 пост Скорость до 100 ед/сутки Доступно 3000 ед Гарантия 30 дней Ваш текст пишите в заказе,500,0.778,instagram,doctorsmm.csv,comment,live,4,4
1000 Живых  Комментариев Весь мир 759   Высокое качество Запуск 2-8 час Мин 25 ед на 1 пост Скорость до 100 ед/сутки Доступно 3000 ед Гарантия 30 дней Ваш текст пишите в заказе,1000,0.759,instagram,doctorsmm.csv,comment,live,4,4
500 Рандомных  Комментариев Случайные 339   Стандартное качество Запуск 1-4 час Мин 50 ед на 1 пост Скорость до 100 ед/сутки Доступно 1000 ед Гарантии нет Стабильные!,500,0.678,instagram,doctorsmm.csv,comment,mid,4,2
1000 Рандомных  Комментариев Случайные 674   Стандартное качество Запуск 1-4 час Мин 50 ед на 1 пост Скорость до 100 ед/сутки Доступно 1000 ед Гарантии нет Стабильные!,1000,0.674,instagram,doctorsmm.csv,comment,mid,4,2
500 Рандомных  Комментариев с задержкой 15   Низкое качество Запуск до 12 час Мин 50 ед на 1 пост Скорость до 50 ед/сутки Доступно 1000 ед Гарантии нет Стабильные!,500,0.03,instagram,doctorsmm.csv,comment,mid,4,2
1000 Рандомных  Комментариев с задержкой 30   Низкое качество Запуск до 12 час Мин 50 ед на 1 пост Скорость до 50 ед/сутки Доступно 1000 ед Гарантии нет Стабильные!,1000,0.03,instagram,doctorsmm.csv,comment,mid,4,2
100 Рандомных  Комментариев Весь мир 74   Среднее качество Запуск 0-3 час Мин 25 ед на 1 пост Скорость до 100 ед/сутки Доступно 3000 ед Гарантия 30 дней Безопасное продвижение!,100,0.74,instagram,doctorsmm.csv,comment,mid,4,2
300 Рандомных  Комментариев Весь мир 220   Среднее качество Запуск 0-3 час Мин 25 ед на 1 пост Скорость до 100 ед/сутки Доступно 3000 ед Гарантия 30 дней Безопасное продвижение!,300,0.7333333333333333,instagram,doctorsmm.csv,comment,mid,4,2
500 Рандомных  Комментариев Весь мир 366   Среднее качество Запуск 0-3 час Мин 25 ед на 1 пост Скорость до 100 ед/сутки Доступно 3000 ед Гарантия 30 дней Безопасное продвижение!,500,0.732,instagram,doctorsmm.csv,comment,mid,4,2
1000 Рандомных  Комментариев Весь мир 719   Среднее качество Запуск 0-3 час Мин 25 ед на 1 пост Скорость до 100 ед/сутки Доступно 3000 ед Гарантия 30 дней Безопасное продвижение!,1000,0.719,instagram,doctorsmm.csv,comment,mid,4,2
100 комментариев  СМАЙЛЫ 68   Хорошее качество микс Запуск 0-3 час Мин 20 ед на 1 пост Скорость до 100 ед/сутки Доступно 3000 ед Гарантия 30 дней Безопасное продвижение!,100,0.68,instagram,doctorsmm.csv,comment,high,4,3
